run,episode,cumulative_decisions,circuit,fault_id,stage,sweep,difficulty,extrinsic_reward_sum,reward_sum,scaled_intrinsic_reward_sum,steps,outcome,updated,entropy,value_loss
SmartATPG-GAE,1892,157873,c432,G255:GI1:sa1,medium,2,easy,100.0,100.04155176263595,0.04155176263596459,18,1,True,0.014871465042233467,0.005538272671401501
SmartATPG-GAE,1893,157891,c432,G254:GI1:sa1,medium,2,easy,100.0,100.04100994826459,0.04100994826459273,18,1,True,0.014974677003920078,0.006540863774716854
SmartATPG-GAE,1894,157900,c432,G430:GI1:sa1,medium,2,easy,100.0,100.03238323538766,0.03238323538766542,9,1,True,0.01958465203642845,0.004728325642645359
SmartATPG-GAE,1895,157918,c432,G332:GO:sa1,medium,2,easy,101.71875,101.77367781097333,0.05492781097333201,18,1,True,0.027514923363924026,0.005891134962439537
SmartATPG-GAE,1896,157933,c432,G249:GO:sa1,medium,2,easy,99.53488372093024,99.58465157008398,0.04976784915374446,15,1,True,0.023262744769454002,0.003930473700165749
SmartATPG-GAE,1897,157948,c432,G421:GI1:sa1,medium,2,easy,100.0,100.05577440911958,0.055774409119583535,15,1,True,0.020298225805163383,0.005311382468789816
SmartATPG-GAE,1898,157963,c432,G421:GI0:sa1,medium,2,easy,100.0,100.05484652050761,0.05484652050761449,15,1,True,0.020231943577528,0.005397110246121883
SmartATPG-GAE,1899,157989,c432,G295:GI1:sa1,medium,2,easy,98.52459016393442,98.5710939862826,0.04650382234819433,26,1,True,0.02085251547396183,0.009277484379708767
SmartATPG-GAE,1900,158001,c432,G430:GI0:sa1,medium,2,easy,100.0,100.04062799181384,0.04062799181383727,12,1,True,0.019727203994989395,0.005727611482143402
SmartATPG-GAE,1901,158036,c432,G355:GO:sa0,medium,2,easy,98.61538461538461,98.70085260113186,0.08546798574725534,35,1,True,0.016917776316404343,0.010804467834532261
SmartATPG-GAE,1902,158059,c432,G275:GO:sa0,medium,2,easy,102.94117647058823,102.98127931969935,0.04010284911111613,23,1,True,0.01767718233168125,0.009589196182787418
SmartATPG-GAE,1903,158073,c432,dummy_gate4:GO:sa1,medium,2,easy,99.48717948717949,99.53030062446216,0.04312113728268115,14,1,True,0.022871676832437515,0.0034613434690982103
SmartATPG-GAE,1904,158099,c432,G427:GO:sa1,medium,2,easy,98.39285714285714,98.44023229306639,0.04737515020924923,26,1,True,0.017807016149163246,0.011763588525354862
SmartATPG-GAE,1905,158116,c432,G199:GO:sa0,medium,2,easy,100.0,100.03247849706955,0.03247849706953856,17,1,True,0.015080138109624386,0.007521072868257761
SmartATPG-GAE,1906,158128,c432,G177:GI0:sa1,medium,2,easy,100.0,100.02234657933852,0.022346579338507016,12,1,True,0.014058791100978851,0.005048780236393213
SmartATPG-GAE,1907,158154,c432,G258:GI0:sa1,medium,2,easy,101.26984126984127,101.34784697433379,0.07800570449252606,26,1,True,0.022426465526223183,0.008491750806570053
SmartATPG-GAE,1908,158169,c432,G126:GO:sa1,medium,2,easy,100.0,100.02865799564104,0.028657995641044924,15,1,True,0.015293941833078861,0.005188216920942068
SmartATPG-GAE,1909,158194,c432,G413:GI5:sa1,medium,2,easy,99.80392156862744,99.87967892690267,0.07575735827523307,25,1,True,0.02039182186126709,0.007910942658782005
SmartATPG-GAE,1910,158209,c432,G431:GO:sa1,medium,2,easy,98.78787878787878,98.84464118075584,0.056762392877072215,15,1,True,0.020444409921765327,0.006990270223468542
SmartATPG-GAE,1911,158222,c432,G177:GO:sa0,medium,2,easy,100.0,100.02403437546776,0.024034375467764955,13,1,True,0.014195432886481285,0.005498957354575396
SmartATPG-GAE,1912,158231,c432,G418:GO:sa0,medium,2,easy,100.0,100.02658587864933,0.02658587864932293,9,1,True,0.01877148076891899,0.00335071817971766
SmartATPG-GAE,1913,158248,c432,G401:GO:sa1,medium,2,easy,103.13725490196079,103.1881240546037,0.050869152642923264,17,1,True,0.020614206790924072,0.003324584336951375
SmartATPG-GAE,1914,158260,c432,G241:GI0:sa1,medium,2,easy,100.76923076923077,100.80814883539391,0.0389180661631327,12,1,True,0.026720091700553894,0.004735342226922512
SmartATPG-GAE,1915,158286,c432,G255:GO:sa1,medium,2,easy,95.80645161290323,95.8762776226472,0.06982600974395353,26,1,True,0.021463055163621902,0.009469999931752682
SmartATPG-GAE,1916,158310,c432,dummy_gate28:GO:sa0,medium,2,easy,100.48387096774194,100.54964557609111,0.06577460834916905,24,1,True,0.019208667799830437,0.009419027715921402
SmartATPG-GAE,1917,158324,c432,dummy_gate1:GO:sa0,medium,2,easy,104.375,104.41783439993638,0.04283439993639052,14,1,True,0.020200809463858604,0.004929624497890472
SmartATPG-GAE,1918,158335,c432,G432:GO:sa0,medium,2,easy,92.63157894736842,92.67357691019247,0.041997962824031836,11,1,True,0.020828861743211746,0.00850799772888422
SmartATPG-GAE,1919,158353,c432,G318:GO:sa0,medium,2,easy,101.20689655172414,101.25172112939894,0.044824577674799394,18,1,True,0.01958976686000824,0.0056348880752921104
SmartATPG-GAE,1920,158375,c432,G284:GO:sa0,medium,2,easy,103.28358208955224,103.32158699738117,0.03800490782893811,22,1,True,0.01816350407898426,0.0064679402858018875
SmartATPG-GAE,1921,158406,c5315,G2084:GI0:sa1,medium,2,easy,88.31168831168831,88.4207164881735,0.10902817648519054,31,1,True,0.0177389457821846,0.01380232535302639
SmartATPG-GAE,1922,158414,c5315,G3113:GO:sa1,medium,2,easy,93.33333333333333,93.36323816263426,0.029904829300941422,8,1,True,0.020972559228539467,0.008289439603686333
SmartATPG-GAE,1923,158441,c5315,G1491:GI2:sa1,medium,2,easy,80.0,80.08443203089577,0.08443203089574612,27,1,True,0.022213516756892204,0.03223605826497078
SmartATPG-GAE,1924,158453,c5315,G4263:GI0:sa1,medium,2,easy,72.6923076923077,72.74551234545008,0.053204653142372486,12,1,True,0.021963782608509064,0.01300539169460535
SmartATPG-GAE,1925,158466,c5315,G2071:GO:sa1,medium,2,easy,100.28571428571429,100.31109479583638,0.02538051012208643,13,1,True,0.022531751543283463,0.018507095053792
SmartATPG-GAE,1926,158466,c5315,G1477:GI0:sa1,medium,2,easy,100.0,100.0,0.0,0,1,False,0.0,0.0
SmartATPG-GAE,1927,158466,c5315,G5227:GO:sa0,medium,2,easy,100.0,100.0,0.0,0,1,False,0.0,0.0
SmartATPG-GAE,1928,158466,c5315,G2020:GO:sa0,medium,2,easy,100.0,100.0,0.0,0,1,False,0.0,0.0
SmartATPG-GAE,1929,158479,c5315,G2674:GO:sa1,medium,2,easy,55.65217391304348,55.73552013708804,0.08334622404458081,13,1,True,0.02068530209362507,0.06652279198169708
SmartATPG-GAE,1930,158481,c5315,G5186:GO:sa0,medium,2,easy,100.0,100.0059166896008,0.0059166896007942895,2,1,True,0.02103469893336296,0.0011482329573482275
SmartATPG-GAE,1931,158488,c5315,G4887:GI1:sa1,medium,2,easy,99.72222222222223,99.74618885585973,0.023966633637496945,7,1,True,0.01939709670841694,0.019654395058751106
SmartATPG-GAE,1932,158488,c5315,G1494:GI0:sa1,medium,2,easy,100.0,100.0,0.0,0,1,False,0.0,0.0
SmartATPG-GAE,1933,158498,c5315,dummy_gate122:GO:sa1,medium,2,easy,100.0,100.01639626046642,0.016396260466424065,10,1,True,0.02816786989569664,0.008313486352562904
SmartATPG-GAE,1934,158498,c5315,G5199:GI0:sa1,medium,2,easy,100.0,100.0,0.0,0,1,False,0.0,0.0
SmartATPG-GAE,1935,158498,c5315,G5217:GO:sa1,medium,2,easy,100.0,100.0,0.0,0,1,False,0.0,0.0
SmartATPG-GAE,1936,158647,c5315,G5189:GO:sa1,medium,2,easy,80.0,80.42840779710721,0.4284077971072011,149,1,True,0.028014250099658966,0.02282341942191124
SmartATPG-GAE,1937,158652,c5315,G4426:GI1:sa1,medium,2,easy,99.65517241379311,99.67924431840191,0.02407190460881459,5,1,True,0.02276800386607647,0.028262188658118248
SmartATPG-GAE,1938,158653,c5315,dummy_gate76:GO:sa1,medium,2,easy,100.0,100.00130483658025,0.001304836580247532,1,1,True,0.01732979714870453,0.00011723823263309896
SmartATPG-GAE,1939,158657,c5315,G1520:GO:sa0,medium,2,easy,100.0,100.0190460964155,0.01904609641549571,4,1,True,0.03417497128248215,0.005669280420988798
SmartATPG-GAE,1940,158672,c5315,G1466:GI2:sa1,medium,2,easy,80.0,80.0504202669559,0.05042026695591287,15,1,True,0.02472781017422676,0.018987027928233147
SmartATPG-GAE,1941,158683,c5315,G2228:GO:sa0,medium,2,easy,100.0,100.01757938142977,0.0175793814297592,11,1,True,0.027306579053401947,0.011761277914047241
SmartATPG-GAE,1942,158692,c5315,G2265:GI0:sa1,medium,2,easy,100.0,100.01430959751674,0.014309597516745615,9,1,True,0.0231989286839962,0.0036825621500611305
SmartATPG-GAE,1943,158696,c5315,G5235:GI0:sa1,medium,2,easy,100.0,100.02396462207362,0.023964622073616788,4,1,True,0.023283474147319794,0.0024931549560278654
SmartATPG-GAE,1944,158706,c5315,G2593:GO:sa1,medium,2,easy,100.0,100.01814765091436,0.018147650914361848,10,1,True,0.022358190268278122,0.004728503059595823
SmartATPG-GAE,1945,158713,c5315,G4880:GI1:sa1,medium,2,easy,99.72222222222223,99.74445048433651,0.022228262114285916,7,1,True,0.021096009761095047,0.0015934304101392627
SmartATPG-GAE,1946,158724,c5315,G5250:GO:sa0,medium,2,easy,80.0,80.03620932250246,0.036209322502468604,11,1,True,0.018863318488001823,0.019171876832842827
SmartATPG-GAE,1947,158731,c5315,G4744:GO:sa0,medium,2,easy,99.6969696969697,99.71912886378543,0.02215916681573171,7,1,True,0.02201041951775551,0.00825371965765953
SmartATPG-GAE,1948,158742,c5315,G2143:GO:sa1,medium,2,easy,100.0,100.0179466393409,0.017946639340907143,11,1,True,0.023121418431401253,0.008836912922561169
SmartATPG-GAE,1949,158750,c5315,G4520:GI0:sa1,medium,2,easy,100.0,100.02649075434452,0.026490754344524144,8,1,True,0.025025969371199608,0.0020893546752631664
SmartATPG-GAE,1950,158770,c5315,G3594:GO:sa1,medium,2,easy,88.2051282051282,88.25935755094794,0.054229345819761125,20,1,True,0.023863978683948517,0.012883816845715046
SmartATPG-GAE,1951,158771,c5315,dummy_gate60:GO:sa1,medium,2,easy,100.0,100.00088552725852,0.0008855272585190084,1,1,True,0.018463723361492157,0.0033076421823352575
SmartATPG-GAE,1952,158781,c5315,G3067:GI2:sa1,medium,2,easy,100.0,100.01595912283653,0.015959122836534806,10,1,True,0.024456320330500603,0.0043157534673810005
SmartATPG-GAE,1953,158785,c5315,G1520:GO:sa1,medium,2,easy,100.0,100.01716565194661,0.017165651946624658,4,1,True,0.029662661254405975,0.0005820144433528185
SmartATPG-GAE,1954,158793,c5315,G4736:GI0:sa1,medium,2,easy,99.79166666666667,99.81339664081511,0.0217299741484453,8,1,True,0.024938054382801056,0.0024282836820930243
SmartATPG-GAE,1955,158797,c5315,G5233:GO:sa0,medium,2,easy,100.0,100.02214589996339,0.0221458999633796,4,1,True,0.03324250131845474,0.001176454359665513
SmartATPG-GAE,1956,158805,c5315,G2888:GO:sa1,medium,2,easy,87.89473684210526,87.92080977430875,0.026072932203461602,8,1,True,0.031241705641150475,0.006166784092783928
SmartATPG-GAE,1957,158807,c5315,G5183:GI0:sa1,medium,2,easy,100.0,100.00550691429966,0.005506914299645927,2,1,True,0.03691982850432396,0.002813704777508974
SmartATPG-GAE,1958,158817,c5315,G1831:GI0:sa1,medium,2,easy,100.0,100.0113043946013,0.011304394601302656,10,1,True,0.026711558923125267,0.0030177501030266285
SmartATPG-GAE,1959,158817,c5315,G2341:GI2:sa1,medium,2,easy,100.0,100.0,0.0,0,1,False,0.0,0.0
SmartATPG-GAE,1960,158817,c5315,G2157:GI2:sa1,medium,2,easy,100.0,100.0,0.0,0,1,False,0.0,0.0
SmartATPG-GAE,1961,158819,s38417_scan,g13054:GI1:sa1,medium,2,easy,96.66666666666667,96.67059720092678,0.00393053426011408,2,1,True,0.015064002946019173,0.00019129065913148224
SmartATPG-GAE,1962,158819,s38417_scan,dummy_gate677:GO:sa1,medium,2,easy,100.0,100.0,0.0,0,1,False,0.0,0.0
SmartATPG-GAE,1963,158820,s38417_scan,g5176:GO:sa0,medium,2,easy,100.0,100.00117190152295,0.0011719015229585536,1,1,True,0.022977620363235474,0.00012649856216739863
SmartATPG-GAE,1964,158820,s38417_scan,g17696:GI1:sa1,medium,2,easy,100.0,100.0,0.0,0,1,False,0.0,0.0
SmartATPG-GAE,1965,158822,s38417_scan,g10404:GI1:sa1,medium,2,easy,96.66666666666667,96.66797294747539,0.0013062808087231765,2,1,True,0.015541739761829376,0.0021376213990151882
SmartATPG-GAE,1966,158822,s38417_scan,dummy_gate1301:GO:sa1,medium,2,easy,100.0,100.0,0.0,0,1,False,0.0,0.0
SmartATPG-GAE,1967,158823,s38417_scan,g17967:GI0:sa1,medium,2,easy,100.0,100.00211569137662,0.002115691376614669,1,1,True,0.021443787962198257,1.1857140634674579e-05
SmartATPG-GAE,1968,158823,s38417_scan,g25056:GI0:sa0,medium,2,easy,100.0,100.0,0.0,0,1,False,0.0,0.0
SmartATPG-GAE,1969,158824,s38417_scan,g4606:GO:sa0,medium,2,easy,100.0,100.0011423404253,0.0011423404252963703,1,1,True,0.022751564159989357,3.4939833426506084e-07
SmartATPG-GAE,1970,158839,s38417_scan,g30697:GO:sa0,medium,2,easy,80.0,80.0331308420696,0.03313084206959358,15,1,True,0.017292682081460953,0.019679348915815353
SmartATPG-GAE,1971,158840,s38417_scan,dummy_gate636:GO:sa1,medium,2,easy,100.0,100.00110952370977,0.0011095237097720212,1,1,True,0.022965222597122192,0.000791860104072839
SmartATPG-GAE,1972,158840,s38417_scan,g5934:GO:sa1,medium,2,easy,100.0,100.0,0.0,0,1,False,0.0,0.0
SmartATPG-GAE,1973,158874,s38417_scan,g30559:GO:sa0,medium,2,easy,80.0,80.11527054592484,0.11527054592486154,34,1,True,0.01988270878791809,0.022948598489165306
SmartATPG-GAE,1974,158874,s38417_scan,g13441:GO:sa1,medium,2,easy,100.0,100.0,0.0,0,1,False,0.0,0.0
SmartATPG-GAE,1975,158875,s38417_scan,g19569:GO:sa0,medium,2,easy,100.0,100.00178472774542,0.0017847277454189781,1,1,True,0.020657304674386978,0.0006459617870859802
SmartATPG-GAE,1976,158883,s38417_scan,g25155:GO:sa0,medium,2,easy,80.0,80.02124988436569,0.021249884365694926,8,1,True,0.017123010009527206,0.01598595269024372
SmartATPG-GAE,1977,158884,s38417_scan,g20414:GO:sa1,medium,2,easy,100.0,100.0017256321616,0.0017256321616001664,1,1,True,0.021079473197460175,0.0008844449184834957
SmartATPG-GAE,1978,158884,s38417_scan,g8622:GO:sa1,medium,2,easy,100.0,100.0,0.0,0,1,False,0.0,0.0
SmartATPG-GAE,1979,158895,s38417_scan,g29016:GO:sa1,medium,2,easy,80.0,80.02189344783045,0.021893447830455774,11,1,True,0.017439769580960274,0.022417016327381134
SmartATPG-GAE,1980,158896,s38417_scan,g24772:GO:sa0,medium,2,easy,100.0,100.000765186951,0.0007651869510054238,1,1,True,0.023363079875707626,8.410740701947361e-05
SmartATPG-GAE,1981,158897,s38417_scan,dummy_gate1533:GO:sa1,medium,2,easy,100.0,100.0071542592952,0.007154259295202563,1,1,True,0.03229140490293503,7.328995707212016e-05
SmartATPG-GAE,1982,158897,s38417_scan,dummy_gate1080:GO:sa0,medium,2,easy,100.0,100.0,0.0,0,1,False,0.0,0.0
SmartATPG-GAE,1983,158910,s38417_scan,g11324:GO:sa0,medium,2,easy,80.0,80.02588800347603,0.025888003476034212,13,1,True,0.017437927424907684,0.02163141965866089
SmartATPG-GAE,1984,158910,s38417_scan,g12129:GI1:sa1,medium,2,easy,100.0,100.0,0.0,0,1,False,0.0,0.0
SmartATPG-GAE,1985,158910,s38417_scan,dummy_gate718:GO:sa0,medium,2,easy,100.0,100.0,0.0,0,1,False,0.0,0.0
SmartATPG-GAE,1986,158913,s38417_scan,g24748:GO:sa0,medium,2,easy,100.0,100.00573151196697,0.0057315119669801,3,1,True,0.017219020053744316,0.001336540561169386
SmartATPG-GAE,1987,158913,s38417_scan,g11590:GO:sa0,medium,2,easy,100.0,100.0,0.0,0,1,False,0.0,0.0
SmartATPG-GAE,1988,158913,s38417_scan,g22484:GO:sa1,medium,2,easy,100.0,100.0,0.0,0,1,False,0.0,0.0
SmartATPG-GAE,1989,158914,s38417_scan,g26447:GO:sa0,medium,2,easy,100.0,100.00092525535624,0.0009252553562373696,1,1,True,0.026529153808951378,1.937167144205887e-05
SmartATPG-GAE,1990,158914,s38417_scan,g6020:GO:sa1,medium,2,easy,100.0,100.0,0.0,0,1,False,0.0,0.0
SmartATPG-GAE,1991,158914,s38417_scan,dummy_gate608:GO:sa0,medium,2,easy,100.0,100.0,0.0,0,1,False,0.0,0.0
SmartATPG-GAE,1992,158914,s38417_scan,dummy_gate446:GO:sa1,medium,2,easy,100.0,100.0,0.0,0,1,False,0.0,0.0
SmartATPG-GAE,1993,158914,s38417_scan,g5762:GO:sa1,medium,2,easy,100.0,100.0,0.0,0,1,False,0.0,0.0
SmartATPG-GAE,1994,158914,s38417_scan,g10980:GO:sa1,medium,2,easy,100.0,100.0,0.0,0,1,False,0.0,0.0
SmartATPG-GAE,1995,158916,s38417_scan,g19730:GI0:sa1,medium,2,easy,100.0,100.00276295763543,0.0027629576354361645,2,1,True,0.020725317299365997,6.06336398050189e-05
SmartATPG-GAE,1996,158916,s38417_scan,g7845:GO:sa1,medium,2,easy,100.0,100.0,0.0,0,1,False,0.0,0.0
SmartATPG-GAE,1997,158924,s38417_scan,g26691:GO:sa1,medium,2,easy,80.0,80.02136604719033,0.021366047190325435,8,1,True,0.01872037909924984,0.016845116391777992
SmartATPG-GAE,1998,158924,s38417_scan,g5753:GO:sa1,medium,2,easy,100.0,100.0,0.0,0,1,False,0.0,0.0
SmartATPG-GAE,1999,158924,s38417_scan,g13514:GI1:sa1,medium,2,easy,100.0,100.0,0.0,0,1,False,0.0,0.0
SmartATPG-GAE,2000,158924,s38417_scan,dummy_gate351:GO:sa1,medium,2,easy,100.0,100.0,0.0,0,1,False,0.0,0.0
SmartATPG-GAE,2001,158988,c1355,G567:GI1:sa1,medium,2,medium,103.30754352030948,103.42981889305949,0.12227537275000976,64,1,True,0.02761106938123703,0.012522934004664421
SmartATPG-GAE,2002,159165,c1355,G800:GI1:sa1,medium,2,medium,55.74468085106383,56.170397913187905,0.42571706212407223,177,1,True,0.02543707564473152,0.037791505455970764
SmartATPG-GAE,2003,159230,c1355,G827:GI0:sa1,medium,2,medium,103.4108527131783,103.53911442583313,0.1282617126548433,65,1,True,0.0232893917709589,0.03035164251923561
SmartATPG-GAE,2004,159290,c1355,G418:GI0:sa1,medium,2,medium,103.38461538461539,103.50014434809738,0.11552896348199505,60,1,True,0.02213159203529358,0.027572769671678543
SmartATPG-GAE,2005,159362,c1355,G873:GO:sa0,medium,2,medium,103.21755027422303,103.35824599410746,0.14069571988442575,72,1,True,0.021829770877957344,0.025254694744944572
SmartATPG-GAE,2006,159426,c1355,G694:GO:sa1,medium,2,medium,83.54581673306774,83.66566691514504,0.11985018207759547,64,1,True,0.02155931480228901,0.0495816133916378
SmartATPG-GAE,2007,159492,c1355,G419:GI1:sa1,medium,2,medium,103.3076923076923,103.43304318056734,0.12535087287502875,66,1,True,0.02162008546292782,0.023566968739032745
SmartATPG-GAE,2008,159550,c1355,G308:GO:sa0,medium,2,medium,123.91389432485323,124.02364726986508,0.1097529450118587,58,1,True,0.021355731412768364,0.04352389648556709
SmartATPG-GAE,2009,159620,c1355,G815:GO:sa0,medium,2,medium,103.32075471698113,103.44852463511842,0.12776991813728553,70,1,True,0.02147715911269188,0.023248709738254547
SmartATPG-GAE,2010,159769,c1355,G398:GO:sa1,medium,2,medium,55.97701149425287,56.36798932542731,0.3909778311744411,149,1,True,0.021508071571588516,0.05089150741696358
SmartATPG-GAE,2011,161008,c1355,G1026:GI0:sa1,medium,2,medium,-160.0,-157.6296713363904,2.3703286636093774,1239,2,True,0.02180882915854454,0.023846061900258064
SmartATPG-GAE,2012,161069,c1355,G394:GI0:sa1,medium,2,medium,103.38461538461539,103.49838430450139,0.11376891988600353,61,1,True,0.02281060442328453,0.04800153151154518
SmartATPG-GAE,2013,162708,c1355,G1026:GI1:sa1,medium,2,medium,-160.0,-156.4151298358446,3.5848701641553227,1639,2,True,0.023918403312563896,0.02702413499355316
SmartATPG-GAE,2014,162771,c1355,G627:GO:sa0,medium,2,medium,103.85796545105566,103.9670290647282,0.10906361367253257,63,1,True,0.023564761504530907,0.051710546016693115
SmartATPG-GAE,2015,164412,c1355,G1016:GI1:sa1,medium,2,medium,-160.0,-156.48467932610095,3.515320673898955,1641,2,True,0.024507377296686172,0.02894599735736847
SmartATPG-GAE,2016,164482,c1355,G820:GI0:sa1,medium,2,medium,103.19391634980988,103.31443112414476,0.12051477433487291,70,1,True,0.027148408815264702,0.052219029515981674
SmartATPG-GAE,2017,164544,c1355,G397:GO:sa1,medium,2,medium,103.39080459770115,103.49691630908906,0.10611171138790665,62,1,True,0.027450257912278175,0.03795832023024559
SmartATPG-GAE,2018,164612,c1355,G561:GO:sa1,medium,2,medium,103.34600760456274,103.46057965275597,0.11457204819321891,68,1,True,0.02774057723581791,0.02998087741434574
SmartATPG-GAE,2019,164674,c1355,G356:GO:sa1,medium,2,medium,103.30739299610894,103.40555462186647,0.0981616257575352,62,1,True,0.028490450233221054,0.025233210995793343
SmartATPG-GAE,2020,164738,c1355,G831:GI0:sa1,medium,2,medium,103.4108527131783,103.50858886706338,0.09773615388509706,64,1,True,0.02731497585773468,0.023392070084810257
SmartATPG-GAE,2021,166825,c1355,G953:GO:sa1,medium,2,medium,-160.0,-155.8010055812594,4.198994418739333,2087,2,True,0.026867451146245003,0.032004453241825104
SmartATPG-GAE,2022,166890,c1355,G773:GO:sa1,medium,2,medium,103.4108527131783,103.51180955301994,0.10095683984165493,65,1,True,0.025023428723216057,0.03568918630480766
SmartATPG-GAE,2023,166953,c1355,G474:GO:sa1,medium,2,medium,103.37164750957854,103.46950267582082,0.09785516624228187,63,1,True,0.02450394630432129,0.03198682889342308
SmartATPG-GAE,2024,167019,c1355,G314:GI0:sa1,medium,2,medium,103.28846153846153,103.3911212727988,0.10265973433726887,66,1,True,0.0237840935587883,0.02848871983587742
SmartATPG-GAE,2025,167169,c1355,G415:GO:sa1,medium,2,medium,55.93869731800766,56.26838189573265,0.32968457772500837,150,1,True,0.02082757093012333,0.05996750667691231
SmartATPG-GAE,2026,167323,c1355,G344:GI0:sa1,medium,2,medium,55.78846153846154,56.12384251355212,0.33538097509060394,154,1,True,0.01966327428817749,0.05130530893802643
SmartATPG-GAE,2027,168555,c1355,G996:GI0:sa1,medium,2,medium,-160.0,-158.14942173362698,1.8505782663730366,1232,2,True,0.01945437304675579,0.02506934106349945
SmartATPG-GAE,2028,168613,c1355,G275:GO:sa1,medium,2,medium,123.92156862745098,124.0008641814176,0.07929555396661762,58,1,True,0.018972979858517647,0.10684553533792496
SmartATPG-GAE,2029,168768,c1355,G657:GO:sa0,medium,2,medium,56.045197740113,56.363822183058176,0.3186244429451482,155,1,True,0.019855109974741936,0.06831952184438705
SmartATPG-GAE,2030,168832,c1355,G405:GI1:sa1,medium,2,medium,103.34615384615384,103.43070462212712,0.08455077597328357,64,1,True,0.01944694295525551,0.04301577806472778
SmartATPG-GAE,2031,168895,c1355,G575:GO:sa1,medium,2,medium,103.86407766990291,103.94517383911204,0.08109616920913534,63,1,True,0.019250446930527687,0.0356195829808712
SmartATPG-GAE,2032,169078,c1355,G809:GO:sa0,medium,2,medium,55.30651340996169,55.635189758356645,0.3286763483949535,183,1,True,0.016889579594135284,0.05582801252603531
SmartATPG-GAE,2033,169136,c1355,G384:GI1:sa1,medium,2,medium,123.92156862745098,123.99481631043714,0.07324768298613767,58,1,True,0.014438021928071976,0.07473921030759811
SmartATPG-GAE,2034,169204,c1355,G601:GI1:sa1,medium,2,medium,103.25626204238921,103.3403510877876,0.08408904539837933,68,1,True,0.01380144152790308,0.02999980002641678
SmartATPG-GAE,2035,169262,c1355,G444:GO:sa1,medium,2,medium,103.91812865497076,103.98948236255546,0.07135370758469799,58,1,True,0.013730993494391441,0.02569730579853058
SmartATPG-GAE,2036,169414,c1355,G561:GI0:sa1,medium,2,medium,55.98470363288719,56.27675516587305,0.2920515329858817,152,1,True,0.014667440205812454,0.057752735912799835
SmartATPG-GAE,2037,169489,c1355,G800:GI0:sa1,medium,2,medium,83.13346228239845,83.21954083553155,0.08607855313307868,75,1,True,0.012189043685793877,0.012906852178275585
SmartATPG-GAE,2038,169554,c1355,G642:GO:sa1,medium,2,medium,103.34600760456274,103.42514799774905,0.07914039318631633,65,1,True,0.011041300371289253,0.03374794125556946
SmartATPG-GAE,2039,169612,c1355,G380:GO:sa1,medium,2,medium,123.68951612903226,123.75662328764243,0.06710715861016872,58,1,True,0.010655887424945831,0.06501274555921555
SmartATPG-GAE,2040,169673,c1355,G405:GO:sa1,medium,2,medium,103.39080459770115,103.46088602238532,0.07008142468416285,61,1,True,0.010416369885206223,0.026833660900592804
SmartATPG-GAE,2041,169686,c3540,G721:GO:sa1,medium,2,easy,100.0,100.01702786272914,0.017027862729146435,13,1,True,0.013569047674536705,0.011647280305624008
SmartATPG-GAE,2042,169698,c3540,G989:GI1:sa1,medium,2,easy,106.68831168831169,106.72262573300873,0.0343140446970413,12,1,True,0.014021060429513454,0.014963763765990734
SmartATPG-GAE,2043,169708,c3540,G973:GO:sa1,medium,2,easy,98.54545454545455,98.57481199074205,0.029357445287495544,10,1,True,0.015618106350302696,0.011503815650939941
SmartATPG-GAE,2044,169718,c3540,G2836:GO:sa0,medium,2,easy,99.1304347826087,99.16432545361711,0.033890671008408035,10,1,True,0.014720695093274117,0.0021878057159483433
SmartATPG-GAE,2045,169726,c3540,G1756:GO:sa0,medium,2,easy,98.85714285714286,98.87916197817182,0.022019121028969368,8,1,True,0.015836065635085106,0.0025190359447151423
SmartATPG-GAE,2046,169761,c3540,G523:GO:sa1,medium,2,easy,80.0,80.12010276078767,0.12010276078762981,35,1,True,0.015053822658956051,0.02343735843896866
SmartATPG-GAE,2047,169767,c3540,G793:GO:sa1,medium,2,easy,80.0,80.01648026860165,0.016480268601655072,6,1,True,0.011618080548942089,0.01915554888546467
SmartATPG-GAE,2048,169778,c3540,G2391:GO:sa1,medium,2,easy,99.41176470588235,99.43870109120508,0.02693638532272905,11,1,True,0.01711047627031803,0.011566502042114735
SmartATPG-GAE,2049,169980,c3540,G2959:GI0:sa1,medium,2,easy,40.0,40.53369793346103,0.5336979334610137,202,1,True,0.01733163744211197,0.06807780265808105
SmartATPG-GAE,2050,170032,c3540,G2208:GO:sa1,medium,2,easy,82.64285714285714,82.76685517320175,0.123998030344758,52,1,True,0.01669209823012352,0.015997711569070816
SmartATPG-GAE,2051,170058,c3540,G2759:GO:sa0,medium,2,easy,93.9622641509434,94.03296078487054,0.07069663392711896,26,1,True,0.017404776066541672,0.03541337698698044
SmartATPG-GAE,2052,170071,c3540,G721:GI0:sa1,medium,2,easy,100.0,100.01697380152326,0.016973801523271367,13,1,True,0.014960123226046562,0.009288356639444828
SmartATPG-GAE,2053,170096,c3540,dummy_gate30:GO:sa1,medium,2,easy,93.5576923076923,93.60868782253883,0.050995514846470295,25,1,True,0.01542658917605877,0.023845098912715912
SmartATPG-GAE,2054,170122,c3540,dummy_gate39:GO:sa0,medium,2,easy,80.0,80.05891199134561,0.058911991345588284,26,1,True,0.015108585357666016,0.01859726384282112
SmartATPG-GAE,2055,170149,c3540,G1284:GI0:sa1,medium,2,easy,88.33333333333333,88.41014941525088,0.07681608191759062,27,1,True,0.014965200796723366,0.01683112420141697
